customer_id,full_name,email,phone,account_type,account_since,region,preferred_language,risk_score,kyc_verified,churn_risk,total_complaints_last_90_days
95cac127-1327-4715-abce-f58681440d6e,Jennifer Lopez,jennifer.lopez314@outlook.com,+1-555-808-4986,student,2018-12-21,NC,en,0.63,True,medium,5
20c0c306-e1ee-4cf7-b283-22c285e98c21,Sarah Gonzalez,sarah.gonzalez324@gmail.com,+1-555-223-4155,premium,2023-01-12,FL,es,0.61,True,low,8
48161ccc-2839-4f90-a92f-563ee5ea62a2,Richard Lopez,richard.lopez15@yahoo.com,+1-555-283-5952,business,2024-09-01,CA,en,0.79,True,low,7
7381da5f-49e9-4c9f-b0e5-70597e92cb8e,Diego Lopez,diego.lopez189@gmail.com,+1-555-551-6582,business,2019-10-28,TX,en,0.06,True,high,0
0a18b577-292d-4c33-aca7-a254858aa23e,Karen Garcia,karen.garcia621@yahoo.com,+1-555-221-7818,student,2020-02-16,AE,en,0.49,True,high,6
aa6d8986-0724-4be8-8b37-8537a4f09dd8,Patricia Silva,patricia.silva641@yahoo.com,+1-555-201-4404,business,2024-04-08,NY,en,0.06,True,high,0
d83cce76-53ed-4f5f-8e11-d2776a5a11c9,Ivan Nguyen,ivan.nguyen724@outlook.com,+1-555-337-5720,student,2024-05-19,UK,en,0.66,True,high,3
0ed7aeb6-9053-4a72-8c08-044c67a24886,Joseph Martinez,joseph.martinez74@gmail.com,+1-555-946-3330,premium,2021-09-24,MI,hi,0.77,True,high,7
73decd70-468d-4783-a8b9-d7e434efc5e5,Karen Jackson,karen.jackson506@hotmail.com,+1-555-612-9847,retail,2018-06-22,CA,en,0.51,True,high,0
8303408b-b6fd-4c16-a059-4cfe69cedff5,Sarah Petrov,sarah.petrov482@hotmail.com,+1-555-874-32,business,2023-02-22,MI,en,0.41,True,medium,1
1291e5b1-a014-49e9-8f19-1ae8c25e2c69,Priya Wilson,priya.wilson338@hotmail.com,+1-555-978-3634,student,2021-12-12,UK,en,0.46,False,medium,7
9dec09e0-13fe-4e98-a09a-9f2d06f5ac17,Linda Jackson,linda.jackson674@hotmail.com,+1-555-944-1018,student,2024-07-27,FL,en,0.64,True,low,7
f089319c-e3a5-439f-93e1-1543cd4d54bc,Sarah Ivanov,sarah.ivanov902@hotmail.com,+1-555-394-8178,retail,2024-11-08,UK,en,0.6,True,high,4
b9731af5-5fae-4a26-8ae8-8a4214f47a01,Carlos Garcia,carlos.garcia473@gmail.com,+1-555-961-2858,premium,2019-08-04,AE,es,0.59,True,medium,6
3d687bd6-4771-4c8d-8ca1-9143fa373c51,Jessica White,jessica.white944@yahoo.com,+1-555-492-4122,retail,2022-01-30,AU,en,0.66,True,medium,4
78a5141b-aee8-456e-a940-507ff76f5846,Karen Okafor,karen.okafor887@yahoo.com,+1-555-775-9022,student,2019-02-20,GA,en,0.64,True,medium,6
0fc8102c-1b91-4016-a357-850a1ea8a1a8,Richard Li,richard.li45@outlook.com,+1-555-339-7730,student,2020-11-26,OH,en,0.55,True,low,2
a75cec0c-50a0-4567-92e3-b7921632daec,William Park,william.park896@hotmail.com,+1-555-439-2644,retail,2019-04-13,AE,en,0.88,False,medium,5
5fc0a65d-2df4-4be8-98ad-77731b2c79e0,Natasha Jackson,natasha.jackson873@hotmail.com,+1-555-972-6383,business,2019-09-16,SG,en,0.87,True,high,6
1c5e415a-1e0f-4f16-910c-a8c83a056324,Jennifer Lee,jennifer.lee455@yahoo.com,+1-555-878-2646,business,2024-11-08,CA,en,0.25,True,low,5
9f5def00-0730-434f-9649-627b6ca3783a,Sakura Martin,sakura.martin175@yahoo.com,+1-555-911-3950,retail,2018-05-06,SG,en,0.2,True,high,2
c4e4aaee-e914-4ee0-9f49-77630a60c976,Thomas White,thomas.white923@outlook.com,+1-555-109-8622,premium,2024-05-08,GA,en,0.25,True,medium,6
0008436c-f515-4e33-8e72-4981c83623cb,Karen Singh,karen.singh110@yahoo.com,+1-555-973-8916,student,2018-10-07,PA,en,0.59,True,high,0
fe11a1e4-0083-418f-a095-3d115126261c,Fatima Ahmed,fatima.ahmed797@gmail.com,+1-555-985-97,student,2021-12-20,AU,en,0.3,True,high,3
c66f532b-eae0-43ee-8ab6-3125f793336b,William Miller,william.miller317@hotmail.com,+1-555-761-1645,retail,2018-09-06,PA,es,0.76,True,low,5
284595ef-201b-4aa6-8e40-e1f69b49363d,Richard Rodriguez,richard.rodriguez544@outlook.com,+1-555-997-6994,premium,2022-04-19,AE,en,0.25,True,medium,5
8e441682-307c-459b-a07c-12ce51511449,Robert Martinez,robert.martinez991@outlook.com,+1-555-331-7511,retail,2020-10-02,CA,en,0.38,True,high,4
beeda114-6099-4055-949f-024b2a3afeb0,Mei Miller,mei.miller635@outlook.com,+1-555-582-1410,premium,2024-06-21,UK,en,0.25,True,low,6
41e58914-a6b0-469e-8dc1-7058867339bf,John Gonzalez,john.gonzalez241@yahoo.com,+1-555-218-2592,student,2020-02-03,PA,es,0.59,True,high,8
4d953d15-b907-49a6-b6ed-ca71a32ace62,Elizabeth Martin,elizabeth.martin631@hotmail.com,+1-555-953-9017,business,2024-10-23,IN,en,0.37,True,low,3
ebbc1469-9050-458b-b885-16da66bd3e2d,Mei Tanaka,mei.tanaka63@hotmail.com,+1-555-760-6876,business,2023-01-19,TX,en,0.89,True,low,8
b8139a15-2c73-4bca-b1a2-37201b6bcf29,Priya Li,priya.li71@yahoo.com,+1-555-905-4362,premium,2022-07-26,PA,hi,0.76,True,low,0
108dcfbb-b42b-4de5-b992-ed4c0cb55f62,William Tanaka,william.tanaka677@gmail.com,+1-555-278-2801,premium,2025-01-05,PA,en,0.01,False,high,4
58757fb0-b67e-4588-9f63-7cf70c48c368,Linda Jones,linda.jones526@gmail.com,+1-555-896-6931,student,2019-07-13,FL,en,0.96,True,high,8
43c92b87-baee-49e9-a9d5-978ba4f04feb,Maria Brown,maria.brown437@gmail.com,+1-555-967-7580,student,2020-03-16,TX,en,0.12,True,high,2
ee4e8266-f167-4074-b762-633eea2bd9ec,Sofia Ivanov,sofia.ivanov302@hotmail.com,+1-555-490-9692,student,2024-01-25,AU,es,0.55,True,low,8
5baeef5b-1c91-48ee-8522-2b38749fe6a3,Ana Thompson,ana.thompson848@hotmail.com,+1-555-523-6553,student,2020-07-07,IN,en,0.26,True,low,4
1bc4b76a-70db-4f2e-b5ed-1d5fcaf8c107,Kwame Jones,kwame.jones443@gmail.com,+1-555-187-2527,business,2023-09-21,NC,en,0.47,True,medium,5
ec68b3cb-e7e8-443d-a10c-476c2189d016,Wei Lee,wei.lee992@outlook.com,+1-555-838-1842,business,2021-03-27,TX,en,0.13,True,low,7
e9fe68c2-ee21-4f6f-a97d-b8f119b0ac61,Wei Ivanov,wei.ivanov588@yahoo.com,+1-555-880-5564,student,2018-11-21,AU,en,0.54,True,high,0
f9bd9180-0363-4a79-9666-e8cbc950a42d,Sarah Johnson,sarah.johnson944@outlook.com,+1-555-819-6062,business,2025-02-09,NY,en,0.34,True,low,2
d27aac2e-752b-4148-86e7-3c5f3699cee7,Jennifer Yamamoto,jennifer.yamamoto350@yahoo.com,+1-555-529-8432,business,2021-09-07,IN,en,0.48,True,low,1
bfaac296-54dc-41bf-a774-47e9bb6f834d,David Silva,david.silva454@hotmail.com,+1-555-183-44,student,2018-05-16,GA,en,0.63,True,low,1
6dabb945-77d6-420e-a71f-ba6f3ec23ea4,Charles Okafor,charles.okafor47@yahoo.com,+1-555-783-6053,student,2018-06-17,CA,en,0.79,True,medium,2
1c94384d-5cb6-495b-b300-cb0396db8de7,Raj Davis,raj.davis180@yahoo.com,+1-555-864-65,student,2019-03-17,IN,en,0.7,True,medium,5
3e88ea97-c039-41c1-a20c-d0a4538de013,Maria White,maria.white590@hotmail.com,+1-555-982-6129,student,2020-06-30,IL,en,0.81,True,high,2
a5d31700-7910-491e-af13-b8e7df16947d,Olga Taylor,olga.taylor250@hotmail.com,+1-555-964-2734,student,2019-04-21,TX,en,0.63,True,low,3
f0817ffe-8c70-44cd-8fe6-a14f7f3c2469,Robert Park,robert.park199@outlook.com,+1-555-643-9355,business,2023-07-11,FL,en,0.17,True,high,2
8f1e8c25-ed3d-49b5-8123-3f08ff5ddc7c,Robert Kumar,robert.kumar476@hotmail.com,+1-555-743-9095,business,2021-08-20,NY,en,0.92,True,high,6
b02091e9-e1ec-4c94-b5a7-465630a67c90,Patricia Thomas,patricia.thomas463@gmail.com,+1-555-417-8565,retail,2021-01-16,SG,en,0.06,True,high,1
e8be9f66-1c2d-4005-b48b-6ec3e3135c04,Ahmed White,ahmed.white461@yahoo.com,+1-555-910-1672,business,2018-05-24,GA,en,0.13,True,medium,0
d63027a2-9f62-43a6-8323-28c5b288347e,Jennifer Park,jennifer.park725@hotmail.com,+1-555-140-5059,student,2019-04-21,NC,en,0.13,True,medium,5
8b15b2fd-e28a-409b-ab9f-d7238dfe736c,Carlos Anderson,carlos.anderson68@outlook.com,+1-555-153-6482,retail,2018-12-03,UK,en,0.24,True,high,2
d3fd7f2c-6e6e-468b-b125-75b0a0a6d0cc,Elizabeth Thomas,elizabeth.thomas133@gmail.com,+1-555-771-7421,business,2018-11-29,OH,en,0.66,True,high,2
9062a24b-67d8-4477-b030-3f05c72dba5f,Sakura Garcia,sakura.garcia371@gmail.com,+1-555-533-9331,business,2021-09-18,NY,en,0.29,True,low,7
fda04b61-4f75-410a-9c9b-d56a3c553359,Elizabeth Jones,elizabeth.jones520@gmail.com,+1-555-907-2657,business,2018-04-01,NY,en,0.32,True,high,2
a25275a6-be0a-494d-8d44-83c4f696efef,Natasha Patel,natasha.patel374@yahoo.com,+1-555-144-7731,student,2018-05-02,IL,hi,0.63,True,low,7
92910ce0-2022-4288-b58f-ffde6d115a15,Karen Nguyen,karen.nguyen695@hotmail.com,+1-555-298-7026,student,2022-01-07,AU,en,0.42,True,low,6
39cfd938-d7ce-40c0-9c68-db9fb8306ac7,Ivan Rodriguez,ivan.rodriguez896@outlook.com,+1-555-153-8873,retail,2019-05-24,SG,en,0.24,True,high,2
cca90e57-1420-4c3b-ad30-e8e37379eaab,Elizabeth Lee,elizabeth.lee906@outlook.com,+1-555-327-8391,retail,2020-07-11,CA,en,0.42,True,low,3
c51d4222-efea-4a2a-8210-5121c93c0d33,Mei Wang,mei.wang344@yahoo.com,+1-555-201-93,premium,2024-10-01,IL,en,0.58,True,medium,2
8a9f8b27-a9f2-4cf7-9566-7a9bde8ff91a,Dmitri Silva,dmitri.silva263@yahoo.com,+1-555-181-12,premium,2019-01-10,IN,en,0.44,True,low,1
bd560b0c-c6f8-4bd4-bed4-dc4e3b716e99,Karen Davis,karen.davis813@hotmail.com,+1-555-529-91,retail,2023-12-08,SG,en,0.5,True,high,0
428d1827-910a-4687-84b8-2d82c86bd4b5,Jessica Martinez,jessica.martinez247@hotmail.com,+1-555-101-6780,premium,2024-03-21,NC,en,0.06,True,high,8
9c43c6b0-445e-4aa1-9ca0-dce516914e58,Aisha Johnson,aisha.johnson651@hotmail.com,+1-555-581-1713,business,2022-05-03,IN,en,0.3,True,high,1
1fbad312-ed1e-48b3-821e-3f885f98caf3,Michael Okafor,michael.okafor46@outlook.com,+1-555-440-3185,business,2023-03-20,SG,hi,0.58,True,low,7
539015cc-cefc-4509-b1f7-1ec5cfe17d03,Robert White,robert.white811@yahoo.com,+1-555-306-15,retail,2021-08-22,AE,en,0.43,True,low,8
d438e908-5814-4621-8ab7-71481a24a34a,Richard Lopez,richard.lopez887@outlook.com,+1-555-899-1783,business,2023-10-14,AU,en,0.37,True,medium,6
2ef6c27e-3777-4250-82a9-afc4def826ed,Priya Kumar,priya.kumar947@outlook.com,+1-555-609-7018,retail,2020-06-02,TX,en,0.51,True,medium,2
6e486074-4974-43f2-bc75-cce547a270ad,Michael Garcia,michael.garcia457@hotmail.com,+1-555-402-6021,premium,2020-03-14,PA,en,0.04,True,medium,5
03f193e0-9e03-44b5-839f-5a1b4ecd6106,Sarah Brown,sarah.brown373@yahoo.com,+1-555-752-7655,retail,2023-07-31,SG,en,0.57,True,low,7
3fb9cdba-f1ca-441b-b71f-1760801e09b0,Mei Taylor,mei.taylor620@yahoo.com,+1-555-680-1530,student,2021-01-07,PA,en,0.64,True,medium,2
4500de83-bd03-4225-9bb5-19863d97e597,Raj Ahmed,raj.ahmed754@yahoo.com,+1-555-216-1424,student,2019-05-17,OH,en,0.1,True,low,4
9f17f72d-ce66-4a13-9660-cac717086b6c,Natasha Lopez,natasha.lopez126@yahoo.com,+1-555-602-4279,retail,2020-02-10,NY,es,0.37,True,medium,1
5456b824-909a-466d-acbf-b9a74722ec05,Wei Jones,wei.jones872@yahoo.com,+1-555-397-5914,premium,2021-02-15,NC,en,0.1,True,low,3
5a10c678-0b49-4700-adc3-dc0afc890a76,Amara Johnson,amara.johnson479@yahoo.com,+1-555-686-7044,retail,2024-06-10,IL,en,0.84,True,medium,7
ea380f29-7da1-40d3-8c4e-06d48e501dd4,Diego Jones,diego.jones461@hotmail.com,+1-555-424-2215,business,2023-09-28,AE,hi,0.46,True,low,2
f914710e-459b-41a2-b7be-0992a48a4ff7,Ana Park,ana.park531@yahoo.com,+1-555-156-3034,business,2023-05-02,NY,en,0.79,True,high,3
8cdca405-5dcf-4dfd-9972-7471c9c01bbf,Charles Garcia,charles.garcia129@outlook.com,+1-555-750-5496,retail,2019-07-18,UK,en,0.5,True,high,2
6c082bb0-7509-43c6-81a8-700bf98002a1,Ivan Anderson,ivan.anderson846@gmail.com,+1-555-677-1674,retail,2024-09-01,UK,hi,0.48,True,medium,3
5ea2b3a9-7513-4f8c-a9fe-2a2985d12a8f,Natasha Johnson,natasha.johnson297@outlook.com,+1-555-742-9938,student,2022-06-07,AU,es,0.34,True,low,7
fa3c5aec-cb0d-4f22-b8b0-24a3129e6cca,Dmitri Martin,dmitri.martin622@yahoo.com,+1-555-308-6573,business,2021-08-07,IN,en,0.82,True,high,2
ca78317e-bdf4-4de6-b901-8a910be0646c,Aisha Miller,aisha.miller274@hotmail.com,+1-555-577-3007,premium,2023-08-07,TX,en,0.24,True,medium,6
93bccd7a-f464-4d66-b3c4-b383819761ba,Jessica Patel,jessica.patel195@yahoo.com,+1-555-691-6123,student,2019-05-29,GA,en,0.74,False,high,7
74df6f19-56a3-4280-a23c-e46a14ce7611,Olga Li,olga.li52@outlook.com,+1-555-461-1797,student,2018-06-24,AE,en,0.56,True,low,4
305c39a1-eb28-4407-9e13-f8b9e4ce3d32,Ana Rodriguez,ana.rodriguez783@hotmail.com,+1-555-844-6992,business,2024-09-02,OH,en,0.48,True,medium,3
cd2dc71b-e2f4-40c2-9e25-24ca90dfe691,Robert Moore,robert.moore846@gmail.com,+1-555-882-5582,premium,2024-02-04,OH,en,0.67,True,medium,5
9704969d-facd-43fa-bfd0-c601e1eda7dc,Elizabeth Singh,elizabeth.singh42@gmail.com,+1-555-511-9193,retail,2023-08-23,IN,en,0.68,True,high,8
6a9f2098-5840-482a-83ae-efd83b656149,Yuki Rodriguez,yuki.rodriguez167@hotmail.com,+1-555-727-6218,business,2018-07-10,PA,en,0.7,True,high,8
80b00b88-a568-4b33-ad00-b1db9213c7c9,Karen Nguyen,karen.nguyen690@gmail.com,+1-555-477-6427,student,2018-08-20,IL,es,0.73,True,medium,0
174389e0-aa23-40b4-9e96-51cb19a99d69,Sofia Petrov,sofia.petrov175@hotmail.com,+1-555-152-8871,premium,2022-06-18,CA,en,0.8,True,medium,1
2d3c41be-f08c-4cb8-939e-de60b456b97e,Raj Martin,raj.martin421@hotmail.com,+1-555-807-4340,retail,2023-08-19,NC,en,0.47,True,medium,7
5dbd38ff-5e79-4a5c-aec4-95b3e1402a6c,Barbara White,barbara.white363@outlook.com,+1-555-450-9950,student,2023-01-09,FL,en,0.47,True,medium,3
e87d1a25-c03b-46fc-9f92-e1f23652c934,Charles Chen,charles.chen492@outlook.com,+1-555-600-6194,business,2021-12-14,TX,en,0.57,True,medium,6
f5d6ffdd-2b5d-4d0c-9e3a-4c475d361a0d,Wei Martinez,wei.martinez355@hotmail.com,+1-555-394-2294,business,2019-10-22,FL,en,0.7,True,high,4
52887a0c-dda9-41fa-98de-2291b37ea44c,Sarah Rodriguez,sarah.rodriguez249@gmail.com,+1-555-858-4920,premium,2022-07-27,CA,en,0.35,True,low,7
e4f505d2-a3f4-4555-869d-88d8f416e719,James Ivanov,james.ivanov669@hotmail.com,+1-555-261-7666,student,2022-12-11,AU,en,0.27,True,low,0
8c6b9dee-3ec0-45c0-9b9b-0c5fbdf88525,Diego Wang,diego.wang936@yahoo.com,+1-555-840-1611,student,2023-03-17,AE,en,0.84,True,low,6
c8dc0701-346e-42ac-92fe-aaa16d418381,Charles Williams,charles.williams110@outlook.com,+1-555-681-87,business,2020-01-31,UK,en,0.44,True,medium,2
a1801110-8e9c-42bf-a5c2-9db5e189bfba,Sarah Singh,sarah.singh749@hotmail.com,+1-555-438-3662,business,2023-02-03,CA,es,0.28,True,low,4
cd42e77b-fea5-4a3d-8c0b-b33182e99369,Barbara Silva,barbara.silva528@outlook.com,+1-555-515-8007,retail,2020-09-07,UK,en,0.16,True,low,2
79a1e86b-30d5-42ea-83d9-be920d4ab953,James Khan,james.khan977@outlook.com,+1-555-557-5374,business,2018-08-25,IN,en,0.01,True,low,5
61833810-595b-4c3b-be27-1dbdbfa8e7d3,Linda White,linda.white946@outlook.com,+1-555-515-9233,retail,2021-11-14,PA,en,0.19,True,medium,2
8567d200-2af2-414d-8df5-237887fd24e4,Ivan Taylor,ivan.taylor776@yahoo.com,+1-555-662-8714,premium,2018-07-01,SG,en,0.44,True,low,8
6c0e3f37-5728-4046-8344-6395449e3a9c,Diego Davis,diego.davis208@yahoo.com,+1-555-660-9281,premium,2021-07-02,SG,en,0.37,True,medium,3
